CD_IDENTIFICADOR;CD_PRODUTO;CD_LOTE;CD_UNI_PRO;DT_VALIDADE;DS_UNIDADE
752934;1671;484496;48684;30/10/2022;TB60GR
710188;1671;466899;48684;30/01/2022;TB60GR
724498;1671;471545;48684;30/04/2022;TB60GR
710898;1671;458950;48684;30/11/2021;TB60GR
721587;1671;471545;48684;30/04/2022;TB60GR
721586;1671;471546;48684;30/04/2022;TB60GR
724365;1671;471546;48684;30/04/2022;TB60GR
720485;1671;471546;48684;30/04/2022;TB60GR
715727;1671;459211;48684;30/11/2021;TB60GR
714334;1671;466900;48684;30/01/2022;TB60GR
713195;1671;466984;48684;28/02/2022;TB60GR
720096;1671;471546;48684;30/04/2022;TB60GR
724305;1671;466899;48684;30/01/2022;TB60GR
715469;1671;466900;48684;30/01/2022;TB60GR
719822;1671;466899;48684;30/01/2022;TB60GR
719820;1671;458950;48684;30/11/2021;TB60GR
710204;1671;466899;48684;30/01/2022;TB60GR
710122;1671;458950;48684;30/11/2021;TB60GR
716085;1671;466899;48684;30/01/2022;TB60GR
709749;1671;458950;48684;30/11/2021;TB60GR
717870;1671;471545;48684;30/04/2022;TB60GR
723476;1671;458950;48684;30/11/2021;TB60GR
721623;1671;471546;48684;30/04/2022;TB60GR
710889;1671;466899;48684;30/01/2022;TB60GR
714843;1671;466899;48684;30/01/2022;TB60GR
714822;1671;459211;48684;30/11/2021;TB60GR
714806;1671;466900;48684;30/01/2022;TB60GR
714902;1671;471545;48684;30/04/2022;TB60GR
715432;1671;466900;48684;30/01/2022;TB60GR
688189;1671;458951;48684;30/11/2021;TB60GR
687782;1671;458949;48684;30/11/2021;TB60GR
687781;1671;458951;48684;30/11/2021;TB60GR
686334;1671;458950;48684;30/11/2021;TB60GR
697537;1671;459211;48684;30/11/2021;TB60GR
690412;1671;459211;48684;30/11/2021;TB60GR
687820;1671;458951;48684;30/11/2021;TB60GR
688592;1671;458950;48684;30/11/2021;TB60GR
703573;1671;458950;48684;30/11/2021;TB60GR
703572;1671;459995;48684;30/12/2021;TB60GR
688045;1671;458949;48684;30/11/2021;TB60GR
690378;1671;459211;48684;30/11/2021;TB60GR
693668;1671;459995;48684;30/12/2021;TB60GR
702704;1671;459211;48684;30/11/2021;TB60GR
702697;1671;458950;48684;30/11/2021;TB60GR
688677;1671;458949;48684;30/11/2021;TB60GR
688676;1671;458951;48684;30/11/2021;TB60GR
697166;1671;9KP10930;48684;30/01/2022;TB60GR
694841;1671;458950;48684;30/11/2021;TB60GR
697580;1671;459211;48684;30/11/2021;TB60GR
697578;1671;458950;48684;30/11/2021;TB60GR
688237;1671;458951;48684;30/11/2021;TB60GR
688236;1671;458949;48684;30/11/2021;TB60GR
695184;1671;459211;48684;30/11/2021;TB60GR
697231;1671;458949;48684;30/11/2021;TB60GR
697183;1671;459210;48684;30/11/2021;TB60GR
699196;1671;458950;48684;30/11/2021;TB60GR
699195;1671;459995;48684;30/12/2021;TB60GR
699194;1671;451387;48684;31/10/2021;TB60GR
701003;1671;458950;48684;30/11/2021;TB60GR
697087;1671;458950;48684;30/11/2021;TB60GR
698080;1671;466898;48684;30/01/2022;TB60GR
698994;1671;458950;48684;30/11/2021;TB60GR
665743;7588;F91121A;48706;30/01/2023;CP0.4MG
665415;7588;F91121A;48706;30/01/2023;CP0.4MG
826535;2065; P100190871;48849;31/10/2022;AMP250UI
819926;2065; P100190871;48849;31/10/2022;AMP250UI
807957;2065;P10019871;48849;31/10/2022;AMP250UI
797201;2065;P10019871;48849;31/10/2022;AMP250UI
774118;2065;P100222491;48849;28/02/2023;AMP250UI
792100;2065;P100222491;48849;28/02/2023;AMP250UI
788067;2065;P100190871;48849;31/10/2022;AMP250UI
775594;2065;P10019871;48849;31/10/2022;AMP250UI
774116;2065;P100222491;48849;28/02/2023;AMP250UI
764254;2065;P100222491;48849;28/02/2023;AMP250UI
766220;2065;P100222491;48849;28/02/2023;AMP250UI
763010;2065;P100222491;48849;28/02/2023;AMP250UI
766459;2065;P100190871;48849;30/10/2022;AMP250UI
750200;2065;P100222491;48849;28/02/2023;AMP250UI
734807;2065;P100114856;48849;30/01/2022;AMP250UI
728120;2065;P100114856;48849;30/01/2022;AMP250UI
737741;2065;P100114856;48849;30/01/2022;AMP250UI
731694;2065;P100222491;48849;28/02/2023;AMP250UI
731512;2065;P100114856;48849;30/01/2022;AMP250UI
742121;2065;P100222491;48849;28/02/2023;AMP250UI
728348;2065;P100222491;48849;28/02/2023;AMP250UI
743633;2065;P100114856;48849;30/01/2022;AMP250UI
751328;2065;P100222491;48849;28/02/2023;AMP250UI
753229;2065;P100222491;48849;28/02/2023;AMP250UI
752598;2065;P100222491;48849;28/02/2023;AMP250UI
750713;2065;P100172259;48849;31/10/2022;AMP250UI
715755;2065;P100114856;48849;30/01/2022;AMP250UI
722681;2065;P100222491;48849;28/02/2023;AMP250UI
707214;2065;P100114856;48849;30/01/2022;AMP250UI
720302;2065; P100172259;48849;30/10/2022;AMP250UI
720301;2065;P100222491;48849;28/02/2023;AMP250UI
707894;2065; P100114856;48849;31/01/2022;AMP250UI
717062;2065;P100114856;48849;30/01/2022;AMP250UI
723223;2065;P100114856;48849;30/01/2022;AMP250UI
709083;2065;P100114856;48849;30/01/2022;AMP250UI
709119;2065; P100114856;48849;31/01/2022;AMP250UI
709449;2065;P100114856;48849;30/01/2022;AMP250UI
703697;2065;P100114856;48849;30/01/2022;AMP250UI
698130;2065; P100114856;48849;31/01/2022;AMP250UI
678636;2065;P100114856;48849;30/01/2022;AMP250UI
692951;2065;P100172259;48849;31/10/2022;AMP250UI
686850;2065;P100114856;48849;30/01/2022;AMP250UI
680417;2065;P100114856;48849;30/01/2022;AMP250UI
677873;2065; P100114856;48849;31/01/2022;AMP250UI
683369;2065; P100114856;48849;31/01/2022;AMP250UI
683368;2065;P100114856;48849;30/01/2022;AMP250UI
678438;2065;P100114856;48849;30/01/2022;AMP250UI
697176;2065; P100114856;48849;31/01/2022;AMP250UI
695321;2065;P100172259;48849;31/10/2022;AMP250UI
701113;2065; P100114856;48849;31/01/2022;AMP250UI
671681;2065;9100091716;48849;30/01/2022;AMP250UI
677150;2065;P100091716;48849;30/01/2022;AMP250UI
666084;2065;P100091716;48849;30/01/2022;AMP250UI
673930;2065;P100091716;48849;30/01/2022;AMP250UI
676922;2065;P100114856;48849;30/01/2022;AMP250UI
672369;2065;P100091716;48849;30/01/2022;AMP250UI
665292;2065;P100091716;48849;30/01/2022;AMP250UI
645615;2065;P100091716;48849;30/01/2022;AMP250UI
648734;2065;230919;48849;30/10/2023;AMP250UI
646130;2065;P100091716;48849;30/01/2022;AMP250UI
468253;2065;12121212;48849;30/09/2022;AMP250UI
435410;2065;12121212;48849;30/09/2022;AMP250UI
819261;1859;2B0325;48879;31/12/2022;CP50MG
826121;1859;2B0325;48879;31/12/2022;CP50MG
828307;1859;010102020;48879;01/01/2022;CP50MG
828132;1859;01012020;48879;01/01/2022;CP50MG
809858;1859;1S7068;48879;30/05/2022;CP50MG
792622;1859;2A9843;48879;30/12/2022;CP50MG
775894;1859;2B0325;48879;31/12/2022;CP50MG
781629;1859;S002048;48879;30/10/2021;CP50MG
785842;1859;2A9843;48879;30/12/2022;CP50MG
762969;1859;1U7846;48879;30/06/2022;CP50MG
762966;1859;1U7844;48879;30/06/2022;CP50MG
764939;1859;0;48879;30/01/2023;CP50MG
765340;1859;2A9843;48879;30/12/2022;CP50MG
740432;1859;1S7068;48879;30/05/2022;CP50MG
740336;1859;S002048;48879;30/10/2021;CP50MG
758499;1859;123588;48879;03/08/2025;CP50MG
737604;1859;S002048;48879;30/10/2021;CP50MG
739622;1859;S002048;48879;30/10/2021;CP50MG
736625;1859;1S7068;48879;30/05/2022;CP50MG
711309;1859;1S7068;48879;30/05/2022;CP50MG
711294;1859;S002048;48879;30/10/2021;CP50MG
710560;1859;1S7068;48879;30/05/2022;CP50MG
710550;1859;S002048;48879;30/10/2021;CP50MG
716011;1859;1S7068;48879;30/05/2022;CP50MG
710427;1859;1S7068;48879;30/05/2022;CP50MG
715285;1859;1S7068;48879;30/05/2022;CP50MG
708413;1859;1S7068;48879;30/05/2022;CP50MG
697340;1859;S002048;48879;30/10/2021;CP50MG
706088;1859;S002048;48879;30/10/2021;CP50MG
668795;1859;S002048;48879;30/10/2021;CP50MG
642893;1859;S002048;48879;30/10/2021;CP50MG
801575;1817;BRA02201;48905;30/03/2024;CP40MG
825940;1817;BRA02201;48905;30/03/2024;CP40MG
828207;1817;BRA02201;48905;31/03/2024;CP40MG
805025;1817;BRA02201;48905;30/03/2024;CP40MG
802134;1817; BRA02201;48905;31/03/2024;CP40MG
826298;1817;BRA02200;48905;30/03/2024;CP40MG
821110;1817;ARA03064;48905;30/05/2023;CP40MG
821105;1817;BRA02200;48905;30/03/2024;CP40MG
821104;1817;BRA02201;48905;31/03/2024;CP40MG
800708;1817;ARA06024;48905;30/11/2023;CP40MG
804954;1817;ARA06024;48905;30/11/2023;CP40MG
806875;1817;BRA02200;48905;30/03/2024;CP40MG
805899;1817;BRA02201;48905;30/03/2024;CP40MG
775670;1817;BRA02200;48905;30/03/2024;CP40MG
782158;1817;ARA06024;48905;30/11/2023;CP40MG
774444;1817;BRA01465;48905;28/02/2024;CP40MG
792775;1817;ARA06024;48905;30/11/2023;CP40MG
792514;1817;BRA02200;48905;30/03/2024;CP40MG
772580;1817;BRA02201;48905;31/03/2024;CP40MG
781720;1817;BRA02200;48905;30/03/2024;CP40MG
795446;1817;ARA06024;48905;30/11/2023;CP40MG
774635;1817;BRA02200;48905;30/03/2024;CP40MG
781272;1817;ARA06457;48905;30/11/2023;CP40MG
789740;1817;ARA06024;48905;30/11/2023;CP40MG
789101;1817;ARA04027;48905;30/08/2023;CP40MG
786027;1817;BRA01465;48905;28/02/2024;CP40MG
776463;1817;BRA02200;48905;30/03/2024;CP40MG
776460;1817;BRA02201;48905;30/03/2024;CP40MG
782848;1817;BRA01465;48905;28/02/2024;CP40MG
760985;1817;ARA05225;48905;30/08/2023;CP40MG
760975;1817;ARA06024;48905;30/11/2023;CP40MG
762914;1817;BRA00599;48905;29/02/2024;CP40MG
765814;1817;ARA00412;48905;30/03/2023;CP40MG
765813;1817;BRA00599;48905;29/02/2024;CP40MG
765757;1817;BR01465;48905;28/02/2024;CP40MG
765320;1817;ARA00412;48905;30/03/2023;CP40MG
763702;1817;BRA01465;48905;28/02/2024;CP40MG
762609;1817;BRA01465;48905;28/02/2024;CP40MG
771159;1817;BRA02200;48905;30/03/2024;CP40MG
762392;1817;ARA06024;48905;30/11/2023;CP40MG
767343;1817;BRA02200;48905;30/03/2024;CP40MG
770349;1817;BRA02200;48905;30/03/2024;CP40MG
768448;1817;ARA06457;48905;30/11/2023;CP40MG
771852;1817;BRA00599;48905;29/02/2024;CP40MG
770019;1817;ARA00412;48905;30/03/2023;CP40MG
769737;1817;BRA02201;48905;30/03/2024;CP40MG
762539;1817;ARA06024;48905;30/11/2023;CP40MG
762538;1817;ARA05225;48905;30/08/2023;CP40MG
770017;1817;BRA00494;48905;30/01/2024;CP40MG
762787;1817;BRA00494;48905;30/01/2024;CP40MG
771219;1817;BRA00599;48905;28/02/2024;CP40MG
766407;1817;ARA06024;48905;30/11/2023;CP40MG
768761;1817;BRA02200;48905;30/03/2024;CP40MG
762396;1817;BRA01465;48905;28/02/2024;CP40MG
759842;1817;ARA04027;48905;30/08/2023;CP40MG
762361;1817;ARA05225;48905;30/08/2023;CP40MG
759651;1817;ARA04027;48905;30/08/2023;CP40MG
769724;1817;ARA03537;48905;30/08/2023;CP40MG
769181;1817;BRA02200;48905;30/03/2024;CP40MG
771823;1817;ARA00412;48905;30/03/2023;CP40MG
771819;1817;BRA00494;48905;30/01/2024;CP40MG
759930;1817;BRA00494;48905;30/01/2024;CP40MG
765806;1817;BRA01465;48905;28/02/2024;CP40MG
767440;1817;BRA02200;48905;30/03/2024;CP40MG
761936;1817;ARA04027;48905;30/08/2023;CP40MG
762341;1817;ARA06024;48905;30/11/2023;CP40MG
766447;1817;BR01465;48905;28/02/2024;CP40MG
763996;1817;ARA03537;48905;30/08/2023;CP40MG
761968;1817;ARA06024;48905;30/11/2023;CP40MG
768428;1817;ARA06457;48905;30/11/2023;CP40MG
769311;1817;ARA03537;48905;30/08/2023;CP40MG
772073;1817;BRA02201;48905;31/03/2024;CP40MG
765778;1817;ARA04027;48905;30/08/2023;CP40MG
729074;1817;ARA03064;48905;30/05/2023;CP40MG
752325;1817;ARA05225;48905;30/08/2023;CP40MG
752500;1817;ARA05225;48905;30/08/2023;CP40MG
750527;1817;ARA04027;48905;30/08/2023;CP40MG
750526;1817;ARA05225;48905;30/08/2023;CP40MG
730940;1817;ARA03064;48905;30/05/2023;CP40MG
749432;1817;ARA04027;48905;30/08/2023;CP40MG
758697;1817;ARA04027;48905;30/08/2023;CP40MG
757521;1817;ARA06024;48905;30/11/2023;CP40MG
757574;1817;ARA06024;48905;30/11/2023;CP40MG
758616;1817;LARA04027;48905;31/08/2023;CP40MG
757124;1817;ARA03064;48905;31/05/2023;CP40MG
754439;1817;ARA04027;48905;30/08/2023;CP40MG
744505;1817;ARA03537;48905;30/08/2023;CP40MG
758354;1817;ARA05225;48905;30/08/2023;CP40MG
750652;1817;ARA05225;48905;30/08/2023;CP40MG
730089;1817;9RA02838;48905;30/04/2022;CP40MG
757011;1817;ARA05225;48905;30/08/2023;CP40MG
753734;1817;ARA05225;48905;30/08/2023;CP40MG
734955;1817;ARA03064;48905;31/05/2023;CP40MG
752562;1817;ARA05225;48905;30/08/2023;CP40MG
728095;1817;ARA02331;48905;31/05/2023;CP40MG
728044;1817;9RA08485E;48905;30/11/2022;CP40MG
738674;1817;9RA08485E;48905;30/11/2022;CP40MG
738637;1817;9RA06104E;48905;30/08/2022;CP40MG
738606;1817;ARA03064;48905;31/05/2023;CP40MG
737800;1817;ARA03064;48905;31/05/2023;CP40MG
734138;1817;ARA03064;48905;30/05/2023;CP40MG
735996;1817;ARA03064;48905;30/05/2023;CP40MG
737469;1817;ARA03064;48905;31/05/2023;CP40MG
731430;1817;ARA00485;48905;31/12/2022;CP40MG
742170;1817;ARA03064;48905;30/05/2023;CP40MG
739510;1817;ARA03064;48905;31/05/2023;CP40MG
735184;1817;ARA03064;48905;31/05/2023;CP40MG
735371;1817;ARA03064;48905;31/05/2023;CP40MG
754428;1817;ARA06024;48905;30/11/2023;CP40MG
753199;1817;ARA04027;48905;30/08/2023;CP40MG
743664;1817;ARA03064;48905;30/05/2023;CP40MG
748622;1817;ARA04027;48905;30/08/2023;CP40MG
757162;1817;ARA05225;48905;30/08/2023;CP40MG
757143;1817;ARA05225;48905;30/08/2023;CP40MG
749889;1817;ARA03064;48905;30/05/2023;CP40MG
756728;1817;ARA03537;48905;30/08/2023;CP40MG
710906;1817;ARA02331;48905;31/05/2023;CP40MG
717083;1817;ARA03064;48905;31/05/2023;CP40MG
709260;1817;ARA02331;48905;31/05/2023;CP40MG
708732;1817; ARA02368;48905;30/03/2023;CP40MG
708736;1817; ARA02368;48905;30/03/2023;CP40MG
708678;1817;ARA00485;48905;31/12/2022;CP40MG
715643;1817;ARA03064;48905;30/05/2023;CP40MG
724249;1817;ARA03064;48905;31/05/2023;CP40MG
708485;1817;ARA03064;48905;31/05/2023;CP40MG
708297;1817;ARA02331;48905;31/05/2023;CP40MG
711033;1817;ARA02368;48905;31/03/2023;CP40MG
711032;1817;ARA00792;48905;30/12/2022;CP40MG
715267;1817;ARA03064;48905;30/05/2023;CP40MG
708591;1817;ARA00412;48905;30/03/2023;CP40MG
708590;1817;ARA02331;48905;31/05/2023;CP40MG
723179;1817;ARA03064;48905;30/05/2023;CP40MG
708718;1817;LARA02368;48905;30/03/2023;CP40MG
711641;1817;ARA03064;48905;30/05/2023;CP40MG
710693;1817;ARA00485;48905;31/12/2022;CP40MG
704634;1817;ARA02368;48905;30/03/2023;CP40MG
700482;1817;9RA08485;48905;30/11/2022;CP40MG
681249;1817;9RA07478;48905;31/10/2022;CP40MG
704936;1817;ARA00485;48905;31/12/2022;CP40MG
700481;1817;9RA08485;48905;30/11/2022;CP40MG
682434;1817;9RA07478;48905;31/10/2022;CP40MG
682388;1817;L9RA07478;48905;31/10/2022;CP40MG
698593;1817;ARA02368;48905;31/03/2023;CP40MG
706192;1817;ARA00485;48905;31/12/2022;CP40MG
692133;1817;ARA00485;48905;31/12/2022;CP40MG
693513;1817;9RA07478;48905;31/10/2022;CP40MG
693512;1817;9RA06104E;48905;30/08/2022;CP40MG
693428;1817;9RA08485E;48905;30/11/2022;CP40MG
678296;1817;9RA06104E;48905;30/08/2022;CP40MG
695991;1817;ARA00412;48905;30/03/2023;CP40MG
700855;1817;ARA00412;48905;30/03/2023;CP40MG
705095;1817;ARA00485;48905;31/12/2022;CP40MG
700539;1817;RRA08485E;48905;30/11/2022;CP40MG
693033;1817;9RA08485E;48905;30/11/2022;CP40MG
681543;1817;9RA07478;48905;30/10/2022;CP40MG
679560;1817;9RA06104E;48905;31/08/2022;CP40MG
679224;1817;9RA06104E;48905;30/08/2022;CP40MG
684165;1817;9RA07478;48905;30/10/2022;CP40MG
686815;1817;9RA08485E;48905;30/11/2022;CP40MG
685630;1817;9RA08485E;48905;30/11/2022;CP40MG
681531;1817;9RA07478;48905;31/10/2022;CP40MG
686738;1817;9RA08485E;48905;30/11/2022;CP40MG
706449;1817;ARA03064;48905;30/05/2023;CP40MG
706441;1817;ARA00792;48905;30/12/2022;CP40MG
698273;1817;9RA08485E;48905;30/11/2022;CP40MG
700462;1817;9RA02636;48905;30/03/2022;CP40MG
702245;1817;ARA02368;48905;30/03/2023;CP40MG
694185;1817;ARA00412;48905;30/03/2023;CP40MG
706073;1817;ARA02331;48905;31/05/2023;CP40MG
703889;1817;ARA02368;48905;30/03/2023;CP40MG
706137;1817;ARA02331;48905;31/05/2023;CP40MG
696459;1817;ARA02368;48905;30/03/2023;CP40MG
704786;1817;ARA00485;48905;31/12/2022;CP40MG
695039;1817;ARA00412;48905;30/03/2023;CP40MG
694970;1817;9RA08485E;48905;30/11/2022;CP40MG
699593;1817;9RA08485E;48905;30/11/2022;CP40MG
699336;1817;ARA02368;48905;31/03/2023;CP40MG
700242;1817;ARA00485;48905;31/12/2022;CP40MG
695870;1817;9RA08485E;48905;30/11/2022;CP40MG
685458;1817;9RA08485E;48905;30/11/2022;CP40MG
677998;1817;9RA02838;48905;30/04/2022;CP40MG
699625;1817;ARA00412;48905;30/03/2023;CP40MG
682189;1817;9RA07478;48905;31/10/2022;CP40MG
698054;1817;9RA08485E;48905;30/11/2022;CP40MG
700058;1817;ARA02368;48905;31/03/2023;CP40MG
679507;1817;9RA6104E;48905;30/08/2022;CP40MG
685555;1817;9RA08485E;48905;30/11/2022;CP40MG
697887;1817;ARA02368;48905;31/03/2023;CP40MG
689173;1817;9RA08485E;48905;30/11/2022;CP40MG
665556;1817;9RA02838;48905;30/04/2022;CP40MG
668555;1817;9RA02838;48905;30/04/2022;CP40MG
673636;1817;9RA02838;48905;30/04/2022;CP40MG
676660;1817;9RA06104E;48905;30/08/2022;CP40MG
676659;1817;9RA04440;48905;30/06/2022;CP40MG
661674;1817;847198;48905;30/10/2021;CP40MG
674338;1817;9RA02838;48905;30/04/2022;CP40MG
666377;1817;9RA00569;48905;30/12/2021;CP40MG
666276;1817;9RA02837;48905;30/04/2022;CP40MG
666275;1817;9RA02636;48905;30/03/2022;CP40MG
666222;1817;9RA00335;48905;30/12/2021;CP40MG
674568;1817;9RA02636;48905;30/03/2022;CP40MG
676528;1817;9RA02838;48905;30/04/2022;CP40MG
677035;1817;9RA04440;48905;30/06/2022;CP40MG
677031;1817;9RA06104E;48905;30/08/2022;CP40MG
673604;1817;9RA02828;48905;30/04/2022;CP40MG
662544;1817;9RA02636;48905;30/03/2022;CP40MG
660921;1817;9RA00623;48905;30/01/2022;CP40MG
669496;1817;9RA02636;48905;30/03/2022;CP40MG
669495;1817;9RA00335;48905;30/12/2021;CP40MG
669494;1817;9RA02838;48905;30/04/2022;CP40MG
660768;1817;847198;48905;30/10/2021;CP40MG
667560;1817;9RA02272;48905;28/02/2022;CP40MG
665151;1817;9RA02636;48905;30/03/2022;CP40MG
676456;1817;9RA04440;48905;30/06/2022;CP40MG
670419;1817;9RA02636;48905;30/03/2022;CP40MG
676058;1817;9RA02838;48905;30/04/2022;CP40MG
662565;1817;9RA02636;48905;30/03/2022;CP40MG
664473;1817;9RA02838;48905;30/04/2022;CP40MG
666464;1817;9RA02838;48905;30/04/2022;CP40MG
660151;1817;9RA02636;48905;30/03/2022;CP40MG
675403;1817;9RA02838;48905;30/04/2022;CP40MG
674778;1817;9RA04440;48905;30/06/2022;CP40MG
672209;1817;9RA02838;48905;30/04/2022;CP40MG
665349;1817;9RA02636;48905;30/03/2022;CP40MG
661183;1817;9RA02636;48905;30/03/2022;CP40MG
665335;1817;9RA002837;48905;30/04/2022;CP40MG
665334;1817;9RA00623;48905;30/01/2022;CP40MG
643093;1817;9RA00623;48905;30/01/2022;CP40MG
649096;1817;9RA02636;48905;30/03/2022;CP40MG
654830;1817;847198;48905;30/10/2021;CP40MG
647321;1817;9RA00623;48905;30/01/2022;CP40MG
646009;1817;9RA02636;48905;30/03/2022;CP40MG
645020;1817;9RA02837;48905;30/04/2022;CP40MG
653169;1817;9RA02636;48905;30/03/2022;CP40MG
648749;1817;9RA00623;48905;30/01/2022;CP40MG
645498;1817;9RA00623;48905;30/01/2022;CP40MG
645495;1817;9TA00623;48905;30/01/2022;CP40MG
644411;1817;847198;48905;30/10/2021;CP40MG
646516;1817;9RA02837;48905;30/04/2022;CP40MG
646515;1817;9RA00569;48905;30/12/2021;CP40MG
646514;1817;847198;48905;30/10/2021;CP40MG
655493;1817;9RA00569;48905;30/12/2021;CP40MG
643577;1817;847198;48905;30/10/2021;CP40MG
646769;1817;9RA02636;48905;30/03/2022;CP40MG
652414;1817;9RA002636;48905;30/03/2022;CP40MG
658846;1817;9RA00623;48905;30/01/2022;CP40MG
645497;1817;9RA00623;48905;30/01/2022;CP40MG
651090;1817;9RA00623;48905;30/01/2022;CP40MG
644805;1817;847198;48905;30/10/2021;CP40MG
650702;1817;9RA02636;48905;30/03/2022;CP40MG
646724;1817;9RA02636;48905;30/03/2022;CP40MG
645155;1817;9RA02837;48905;30/04/2022;CP40MG
659588;1817;9RA02828;48905;30/04/2022;CP40MG
647451;1817;9RA00623;48905;30/01/2022;CP40MG
649095;1817;96RA02636;48905;30/03/2022;CP40MG
639772;1817;9RA02837;48905;30/04/2022;CP40MG
636205;1817;9RA00335;48905;30/12/2021;CP40MG
632696;1817;847198;48905;30/10/2021;CP40MG
637251;1817;L847198;48905;30/10/2021;CP40MG
632437;1817;847198;48905;30/10/2021;CP40MG
632331;1817;847198;48905;30/10/2021;CP40MG
638952;1817;9RA00569;48905;30/12/2021;CP40MG
639480;1817;9RA02837;48905;30/04/2022;CP40MG
637923;1817;9RA00335;48905;30/12/2021;CP40MG
639299;1817;9RA02837;48905;30/04/2022;CP40MG
639682;1817;9RA02837;48905;30/04/2022;CP40MG
641333;1817;L9RA02837;48905;30/04/2022;CP40MG
629343;1817;9RA00569;48905;30/12/2021;CP40MG
633504;1817;9RA00335;48905;30/12/2021;CP40MG
633431;1817;847198;48905;30/10/2021;CP40MG
633295;1817;9RA00335;48905;30/12/2021;CP40MG
632739;1817;9RA00335;48905;30/12/2021;CP40MG
632901;1817;847198;48905;30/10/2021;CP40MG
633536;1817;9RA00569;48905;30/12/2021;CP40MG
627642;1817;9RA00569;48905;30/12/2021;CP40MG
622596;1817;847198;48905;30/10/2021;CP40MG
622464;1817;847198;48905;30/10/2021;CP40MG
623764;1817;847198;48905;30/10/2021;CP40MG
627408;1817;9RA00569;48905;30/12/2021;CP40MG
626001;1817;9RA00569;48905;30/12/2021;CP40MG
635113;1817;9RA00335;48905;30/12/2021;CP40MG
636490;1817;9RA00335;48905;30/12/2021;CP40MG
636347;1817;9RA00335;48905;30/12/2021;CP40MG
638457;1817;9RA02837;48905;30/04/2022;CP40MG
636164;1817;9RA00623;48905;30/01/2022;CP40MG
634903;1817;9RA0035;48905;30/12/2021;CP40MG
636233;1817;9RA0035;48905;30/12/2021;CP40MG
637909;1817;L9RA00623;48905;30/01/2022;CP40MG
768204;74632;123456;59838;01/02/2022;CP5MG
810694;2082;20120064;48938;30/12/2022;AMP50MG
810693;2082;21030032;48938;30/03/2023;AMP50MG
796034;2082;21020853;48938;28/02/2023;AMP50MG
816903;2082;20120068;48938;31/12/2022;AMP50MG
804250;2082;20120068;48938;31/12/2022;AMP50MG
824772;2082;21050077;48938;31/05/2023;AMP50MG
817486;2082;3256;48938;30/10/2022;AMP50MG
799195;2082;20080351;48938;30/08/2022;AMP50MG
825351;2082;21050077;48938;30/05/2023;AMP50MG
817381;2082;20120068;48938;31/12/2022;AMP50MG
810822;2082;20120064;48938;30/12/2022;AMP50MG
797099;2082;19100049;48938;30/10/2021;AMP50MG
830240;2082;20010345;48938;30/01/2022;AMP50MG
800832;2082;20080351;48938;30/08/2022;AMP50MG
798623;2082;20120064;48938;30/12/2022;AMP50MG
828642;2082;19100040;48938;30/10/2021;AMP50MG
797234;2082;20120068;48938;31/12/2022;AMP50MG
826065;2082;21030032;48938;31/03/2023;AMP50MG
828446;2082;19100049;48938;30/10/2021;AMP50MG
825257;2082;20110369;48938;02/11/2022;AMP50MG
801721;2082;2015;48938;30/10/2021;AMP50MG
800398;2082;20080359;48938;30/08/2022;AMP50MG
805011;2082;21030032;48938;30/03/2023;AMP50MG
827431;2082;20110370;48938;30/11/2022;AMP50MG
797926;2082;19100049;48938;30/10/2021;AMP50MG
807220;2082;21020853;48938;28/02/2023;AMP50MG
826791;2082;21050077;48938;31/05/2023;AMP50MG
827275;2082;20110369;48938;02/11/2022;AMP50MG
819370;2082;21030032;48938;31/03/2023;AMP50MG
804556;2082;20080345;48938;30/08/2022;AMP50MG
803230;2082;20120064;48938;30/12/2022;AMP50MG
826312;2082;21020853;48938;28/02/2023;AMP50MG
821432;2082;20080351;48938;30/08/2022;AMP50MG
811127;2082;69999;48938;28/02/2022;AMP50MG
800943;2082;20080351;48938;30/08/2022;AMP50MG
798442;2082;19100049;48938;30/10/2021;AMP50MG
802005;2082;20120064;48938;30/12/2022;AMP50MG
798884;2082;20010345;48938;31/01/2022;AMP50MG
820037;2082;21050077;48938;31/05/2023;AMP50MG
818725;2082;32564;48938;30/10/2022;AMP50MG
801764;2082;2011036902;48938;30/11/2022;AMP50MG
796489;2082;20120064;48938;30/12/2022;AMP50MG
796328;2082;20120064;48938;30/12/2022;AMP50MG
807927;2082;20090312;48938;30/09/2022;AMP50MG
807925;2082;20080359;48938;30/08/2022;AMP50MG
807919;2082;21020853;48938;28/02/2023;AMP50MG
811451;2082;21030032;48938;31/03/2023;AMP50MG
809690;2082;21030032;48938;31/03/2023;AMP50MG
804029;2082;21030032;48938;30/03/2023;AMP50MG
798518;2082;20080345;48938;30/08/2022;AMP50MG
803065;2082;20080345;48938;30/08/2022;AMP50MG
825616;2082;21020853;48938;28/02/2023;AMP50MG
829269;2082;20110370;48938;30/11/2022;AMP50MG
804664;2082;20080345;48938;30/08/2022;AMP50MG
805166;2082;20010327;48938;30/01/2022;AMP50MG
802270;2082;20080359;48938;30/08/2022;AMP50MG
796978;2082;19100049;48938;30/10/2021;AMP50MG
811743;2082;21030032;48938;30/03/2023;AMP50MG
800528;2082;20120064;48938;30/12/2022;AMP50MG
806345;2082;21020853;48938;28/02/2023;AMP50MG
806344;2082;20120068;48938;31/12/2022;AMP50MG
802071;2082;20090313;48938;30/09/2023;AMP50MG
803348;2082;20120064;48938;30/12/2022;AMP50MG
