CD_IDENTIFICADOR;CD_PRODUTO;CD_LOTE;CD_UNI_PRO;DT_VALIDADE;DS_UNIDADE
737464;1571;RJ1584;47577;30/10/2024;COMPRIMIDO
739608;1571;RJ1581;47577;30/10/2024;COMPRIMIDO
742156;1571;RJ1584;47577;30/10/2024;COMPRIMIDO
739534;1571;RJ1584;47577;30/10/2024;COMPRIMIDO
735384;1571;RJ1584;47577;30/10/2024;COMPRIMIDO
753318;1571;R1813R01;47577;30/08/2025;COMPRIMIDO
744055;1571;RJ1589;47577;30/10/2024;COMPRIMIDO
712089;1571;RJ1540;47577;31/07/2024;COMPRIMIDO
709338;1571;RJ1578;47577;30/09/2024;COMPRIMIDO
709334;1571;RJ1565;47577;31/08/2024;COMPRIMIDO
709333;1571; RJ1540;47577;29/07/2024;COMPRIMIDO
715052;1571;RJ1581;47577;30/10/2024;COMPRIMIDO
724427;1571;RJ1568;47577;30/09/2024;COMPRIMIDO
708796;1571;RJ1552;47577;31/08/2024;COMPRIMIDO
715624;1571;RJ1578;47577;30/09/2024;COMPRIMIDO
710273;1571;RJ1568;47577;30/09/2024;COMPRIMIDO
711915;1571;RJ1581;47577;30/10/2024;COMPRIMIDO
723524;1571;RJ1577;47577;30/09/2024;COMPRIMIDO
714745;1571;RJ1565;47577;31/08/2024;COMPRIMIDO
714744;1571;  RJ1540;47577;31/07/2024;COMPRIMIDO
714735;1571;RJ1578;47577;30/09/2024;COMPRIMIDO
717042;1571;RJ1581;47577;30/10/2024;COMPRIMIDO
711219;1571;RJ1581;47577;30/10/2024;COMPRIMIDO
723353;1571;RJ1540;47577;31/07/2024;COMPRIMIDO
713570;1571;RJ1581;47577;30/10/2024;COMPRIMIDO
724905;1571;RJ1581;47577;30/10/2024;COMPRIMIDO
724723;1571;RJ1584;47577;30/10/2024;COMPRIMIDO
708256;1571;RJ1552;47577;31/08/2024;COMPRIMIDO
683375;1571;RJ1540;47577;31/07/2024;COMPRIMIDO
693394;1571;RJ1542;47577;30/07/2024;COMPRIMIDO
684631;1571;  RJ1540;47577;31/07/2024;COMPRIMIDO
684619;1571;RJ1495;47577;30/05/2024;COMPRIMIDO
705672;1571;RJ1578;47577;30/09/2024;COMPRIMIDO
683459;1571;  RJ1540;47577;31/07/2024;COMPRIMIDO
683250;1571;RJ1483;47577;30/03/2024;COMPRIMIDO
690926;1571; RJ1540;47577;29/07/2024;COMPRIMIDO
681182;1571;RJ1495;47577;30/05/2024;COMPRIMIDO
683464;1571;RJ1541;47577;30/07/2024;COMPRIMIDO
687646;1571;RJ1540;47577;31/07/2024;COMPRIMIDO
687645;1571;RJ1541;47577;30/07/2024;COMPRIMIDO
679894;1571;RJ1467;47577;28/02/2024;COMPRIMIDO
685201;1571;RJ1540;47577;31/07/2024;COMPRIMIDO
683462;1571;  RJ1540;47577;31/07/2024;COMPRIMIDO
683067;1571;RJ1483;47577;30/03/2024;COMPRIMIDO
686432;1571;RJ1565;47577;30/08/2024;COMPRIMIDO
683089;1571; RJ1540;47577;29/07/2024;COMPRIMIDO
683960;1571; RJ1540;47577;29/07/2024;COMPRIMIDO
686933;1571;RJ1565;47577;31/08/2024;COMPRIMIDO
683999;1571;RJ1540;47577;31/07/2024;COMPRIMIDO
682981;1571;RJ1483;47577;30/03/2024;COMPRIMIDO
682159;1571;RJ1540;47577;31/07/2024;COMPRIMIDO
683463;1571;RJ1541;47577;30/07/2024;COMPRIMIDO
683078;1571; RJ1540;47577;29/07/2024;COMPRIMIDO
705534;1571;RJ1565;47577;31/08/2024;COMPRIMIDO
705535;1571;RJ1565;47577;31/08/2024;COMPRIMIDO
705533;1571; RJ1540;47577;29/07/2024;COMPRIMIDO
705516;1571; RJ1540;47577;29/07/2024;COMPRIMIDO
694966;1571;RJ1540;47577;31/07/2024;COMPRIMIDO
694965;1571;RJ1577;47577;30/09/2024;COMPRIMIDO
692952;1571;RJ1577;47577;30/09/2024;COMPRIMIDO
694544;1571;RJ1578;47577;30/09/2024;COMPRIMIDO
681716;1571;RJ1540;47577;30/07/2024;COMPRIMIDO
698332;1571;  RJ1540;47577;31/07/2024;COMPRIMIDO
698328;1571;RJ1565;47577;31/08/2024;COMPRIMIDO
698321;1571; RJ1540;47577;29/07/2024;COMPRIMIDO
694325;1571;RJ1565;47577;31/08/2024;COMPRIMIDO
694324;1571; RJ1540;47577;29/07/2024;COMPRIMIDO
692814;1571;RJ1540;47577;31/07/2024;COMPRIMIDO
668930;1571;RJ1483;47577;30/03/2024;COMPRIMIDO
668783;1571;RJ1467;47577;28/02/2024;COMPRIMIDO
668618;1571;RJ1495;47577;30/05/2024;COMPRIMIDO
670176;1571;RJ1542;47577;30/07/2024;COMPRIMIDO
666369;1571;RJ1425000;47577;31/07/2023;COMPRIMIDO
674246;1571;RJ1495;47577;30/05/2024;COMPRIMIDO
674245;1571;RJ1542;47577;30/07/2024;COMPRIMIDO
675297;1571;RJ1542;47577;30/07/2024;COMPRIMIDO
673457;1571;RJ1542;47577;30/07/2024;COMPRIMIDO
674156;1571;RJ1554;47577;30/08/2024;COMPRIMIDO
666569;1571;RJ1554;47577;30/08/2024;COMPRIMIDO
676101;1571;RJ1538;47577;31/07/2024;COMPRIMIDO
666510;1571;RJ1554;47577;30/08/2024;COMPRIMIDO
671026;1571;RJ1542;47577;30/07/2024;COMPRIMIDO
670344;1571;RJ1554;47577;30/08/2024;COMPRIMIDO
670295;1571;RJ1485;47577;30/03/2024;COMPRIMIDO
672268;1571;RJ1495;47577;30/05/2024;COMPRIMIDO
659868;1571;RJ1495;47577;30/05/2024;COMPRIMIDO
654165;1571;RJ1467;47577;12/02/2024;COMPRIMIDO
654164;1571;RJ1457;47577;30/12/2023;COMPRIMIDO
654163;1571;RJ1495;47577;30/05/2024;COMPRIMIDO
652131;1571;RJ1495;47577;30/05/2024;COMPRIMIDO
652127;1571;RJ1485;47577;30/04/2024;COMPRIMIDO
647116;1571;RJ1485;47577;30/03/2024;COMPRIMIDO
647323;1571;RJ1495;47577;30/05/2024;COMPRIMIDO
655019;1571;RJ1483;47577;30/03/2024;COMPRIMIDO
653464;1571;RJ1495;47577;30/05/2024;COMPRIMIDO
653367;1571;RJ1485;47577;30/04/2024;COMPRIMIDO
647846;1571;RJ1495;47577;30/05/2024;COMPRIMIDO
651353;1571;RJ1485;47577;30/03/2024;COMPRIMIDO
647324;1571;RJ1495;47577;30/05/2024;COMPRIMIDO
650876;1571;RJ1495;47577;30/05/2024;COMPRIMIDO
650808;1571;RJ1485;47577;30/04/2024;COMPRIMIDO
647052;1571;RJ1495;47577;30/05/2024;COMPRIMIDO
640441;1571;RJ1441;47577;31/10/2023;COMPRIMIDO
640189;1571;RJ1485;47577;30/03/2024;COMPRIMIDO
641151;1571;RJ1441;47577;31/10/2023;COMPRIMIDO
640180;1571;RJ1485;47577;30/03/2024;COMPRIMIDO
640169;1571;RJ1485;47577;30/04/2024;COMPRIMIDO
629558;1571;RJ1467;47577;12/02/2024;COMPRIMIDO
631959;1571;RJ1467;47577;28/02/2024;COMPRIMIDO
630000;1571;RJ1467;47577;12/02/2024;COMPRIMIDO
629959;1571;RJ1455;47577;30/12/2023;COMPRIMIDO
631944;1571;RJ1457;47577;30/12/2023;COMPRIMIDO
633114;1571;RJ1467;47577;12/02/2024;COMPRIMIDO
632628;1571;RJ1477;47577;28/02/2024;COMPRIMIDO
625602;1571;RJ1441;47577;31/10/2023;COMPRIMIDO
613402;1571;RJ1425000;47577;31/07/2023;COMPRIMIDO
613444;1571;RJ1425000;47577;31/07/2023;COMPRIMIDO
627616;1571;RJ1425000;47577;31/07/2023;COMPRIMIDO
614302;1571;RJ1411;47577;30/04/2023;COMPRIMIDO
614301;1571;RJ1425;47577;30/07/2023;COMPRIMIDO
625618;1571;RJ1442;47577;30/10/2023;COMPRIMIDO
628951;1571;RJ1455;47577;30/12/2023;COMPRIMIDO
624115;1571;RJ1442;47577;30/10/2023;COMPRIMIDO
613028;1571;RJ1425;47577;30/07/2023;COMPRIMIDO
625688;1571;RJ1441;47577;31/10/2023;COMPRIMIDO
638408;1571;RJ1476;47577;28/02/2024;COMPRIMIDO
634858;1571;RJ1477;47577;28/02/2024;COMPRIMIDO
605569;1571;RJ1388;47577;30/01/2023;COMPRIMIDO
605470;1571;RJ1398;47577;30/03/2023;COMPRIMIDO
605187;1571;RJ1398;47577;30/03/2023;COMPRIMIDO
595828;1571;RJ1388;47577;30/01/2023;COMPRIMIDO
595827;1571;RJ1402;47577;30/03/2023;COMPRIMIDO
609122;1571;RJ1413;47577;30/06/2023;COMPRIMIDO
602183;1571;RJ1411;47577;30/04/2023;COMPRIMIDO
600068;1571;RJ1377;47577;30/01/2023;COMPRIMIDO
599990;1571;RJ1400;47577;30/03/2023;COMPRIMIDO
601849;1571;RJ1377;47577;30/01/2023;COMPRIMIDO
601777;1571;RJ1400;47577;30/03/2023;COMPRIMIDO
608705;1571;RJ1388;47577;30/01/2023;COMPRIMIDO
608703;1571;RJ1398;47577;30/03/2023;COMPRIMIDO
592083;1571;RJ1364;47577;30/08/2022;COMPRIMIDO
606156;1571;RJ1398;47577;30/03/2023;COMPRIMIDO
592082;1571;RJ1301;47577;30/10/2021;COMPRIMIDO
592038;1571;RJ1377;47577;30/01/2023;COMPRIMIDO
592037;1571;RJ1319;47577;30/01/2022;COMPRIMIDO
591988;1571;RJ1388;47577;30/01/2023;COMPRIMIDO
591987;1571;RJ1274;47577;24/04/2022;COMPRIMIDO
591883;1571;RJ1402;47577;30/03/2023;COMPRIMIDO
591834;1571;RJ1280;47577;30/05/2022;COMPRIMIDO
591833;1571;RJ1320;47577;23/01/2022;COMPRIMIDO
591832;1571;RJ1299;47577;30/10/2021;COMPRIMIDO
591784;1571;RJ1300;47577;30/10/2021;COMPRIMIDO
591725;1571;RJ1335;47577;30/04/2022;COMPRIMIDO
606984;1571;RJ1388;47577;30/01/2023;COMPRIMIDO
603352;1571;RJ1411;47577;30/04/2023;COMPRIMIDO
610026;1571;RJ1413;47577;30/06/2023;COMPRIMIDO
601262;1571;RJ1411;47577;30/04/2023;COMPRIMIDO
601260;1571;RJ1377;47577;30/01/2023;COMPRIMIDO
601259;1571;RJ1400;47577;30/03/2023;COMPRIMIDO
607522;1571;RJ1398;47577;30/03/2023;COMPRIMIDO
579890;1571;RJ1389;47577;30/01/2023;COMPRIMIDO
577374;1571;RJ1364;47577;30/08/2022;COMPRIMIDO
577358;1571;RJ1377;47577;30/01/2023;COMPRIMIDO
579641;1571;RJ1400;47577;30/03/2023;COMPRIMIDO
583737;1571;RJ1402;47577;30/03/2023;COMPRIMIDO
564231;1571;RJ1388;47577;30/01/2023;COMPRIMIDO
576799;1571;RJ1402;47577;30/03/2023;COMPRIMIDO
578986;1571;RJ1399;47577;30/03/2023;COMPRIMIDO
578884;1571;RJ1364;47577;30/08/2022;COMPRIMIDO
578883;1571;RJ1377;47577;30/01/2023;COMPRIMIDO
578882;1571;RJ1399;47577;30/03/2023;COMPRIMIDO
583791;1571;RJ1377;47577;30/01/2023;COMPRIMIDO
576431;1571;RJ1319;47577;30/01/2022;COMPRIMIDO
576423;1571;RJ1377;47577;30/01/2023;COMPRIMIDO
580712;1571;RJ1410;47577;30/04/2023;COMPRIMIDO
577741;1571;RJ1400;47577;30/03/2023;COMPRIMIDO
580555;1571;RJ1364;47577;30/08/2022;COMPRIMIDO
580554;1571;RJ1275;47577;30/04/2022;COMPRIMIDO
586733;1571;RJ1389;47577;30/01/2023;COMPRIMIDO
584279;1571;RJ1411;47577;30/04/2023;COMPRIMIDO
579834;1571;RJ1389;47577;30/01/2023;COMPRIMIDO
556236;1571;RJ1377;47577;30/01/2023;COMPRIMIDO
589803;1571;RJ1402;47577;30/03/2023;COMPRIMIDO
590913;1571;RJ1388;47577;30/01/2023;COMPRIMIDO
590778;1571;RJ1402;47577;30/03/2023;COMPRIMIDO
584618;1571;RJ1377;47577;30/01/2023;COMPRIMIDO
588804;1571;RJ1388;47577;30/01/2023;COMPRIMIDO
558666;1571;RJ1388;47577;30/01/2023;COMPRIMIDO
558366;1571;RJ1371;47577;30/09/2022;COMPRIMIDO
558702;1571;RJ1371;47577;30/09/2022;COMPRIMIDO
551025;1571;RJ1364;47577;30/08/2022;COMPRIMIDO
567492;1571;RJ1399;47577;30/03/2023;COMPRIMIDO
566009;1571;RJ1364;47577;30/08/2022;COMPRIMIDO
566008;1571;RJ1377;47577;30/01/2023;COMPRIMIDO
564386;1571;RJ1388;47577;30/01/2023;COMPRIMIDO
566810;1571;RJ1377;47577;30/01/2023;COMPRIMIDO
562082;1571;RJ1388;47577;30/01/2023;COMPRIMIDO
564979;1571;RJ1377;47577;30/01/2023;COMPRIMIDO
564519;1571;RJ1388;47577;30/01/2023;COMPRIMIDO
550230;1571;RJ1278;47577;30/04/2022;COMPRIMIDO
550095;1571;RJ1364;47577;30/08/2022;COMPRIMIDO
564701;1571;RJ1377;47577;30/01/2023;COMPRIMIDO
580178;1571;RJ1410;47577;30/04/2023;COMPRIMIDO
544202;1571;RJ1278;47577;30/04/2022;COMPRIMIDO
548076;1571;RJ1364;47577;30/08/2022;COMPRIMIDO
548072;1571;RJ1278;47577;30/04/2022;COMPRIMIDO
552219;1571;RJ1371;47577;30/09/2022;COMPRIMIDO
513533;1571;RJ1319;47577;30/01/2022;COMPRIMIDO
523826;1571;RJ1335;47577;30/04/2022;COMPRIMIDO
521385;1571;RJ1320;47577;23/01/2022;COMPRIMIDO
526560;1571;RJ1274;47577;24/04/2022;COMPRIMIDO
513984;1571;RJ1300;47577;30/10/2021;COMPRIMIDO
520513;1571;RJ1319;47577;30/01/2022;COMPRIMIDO
525965;1571;RJ1300;47577;30/10/2021;COMPRIMIDO
525964;1571;RJ1335;47577;30/04/2022;COMPRIMIDO
525963;1571;RJ1320;47577;30/01/2022;COMPRIMIDO
522618;1571;RJ1320;47577;30/01/2022;COMPRIMIDO
524154;1571;RJ1300;47577;30/10/2021;COMPRIMIDO
524136;1571;RJ1320;47577;30/01/2022;COMPRIMIDO
534641;1571;RJ1280;47577;30/05/2022;COMPRIMIDO
538105;1571;RJ1319;47577;30/01/2022;COMPRIMIDO
537966;1571;RJ1274;47577;24/04/2022;COMPRIMIDO
514483;1571;RJ1300;47577;30/10/2021;COMPRIMIDO
516530;1571;RJ1335;47577;30/04/2022;COMPRIMIDO
515249;1571;RJ1300;47577;30/10/2021;COMPRIMIDO
515155;1571;RJ1335;47577;30/04/2022;COMPRIMIDO
520151;1571;RJ1319;47577;30/01/2022;COMPRIMIDO
521343;1571;RJ1320;47577;23/01/2022;COMPRIMIDO
525923;1571;RJ1274;47577;30/04/2022;COMPRIMIDO
534711;1571;RJ1280;47577;30/05/2022;COMPRIMIDO
514751;1571;RJ1319;47577;30/01/2022;COMPRIMIDO
526880;1571;RJ1335;47577;30/04/2022;COMPRIMIDO
526875;1571;RJ1336;47577;30/04/2022;COMPRIMIDO
520659;1571;RJ1320;47577;30/01/2022;COMPRIMIDO
541643;1571;RJ1279;47577;30/04/2022;COMPRIMIDO
527200;1571;RJ1336;47577;30/04/2022;COMPRIMIDO
541792;1571;RJ1364;47577;30/08/2022;COMPRIMIDO
540382;1571;RJ1364;47577;30/08/2022;COMPRIMIDO
537093;1571;RJ1280;47577;30/05/2022;COMPRIMIDO
537077;1571;RJ1300;47577;30/10/2021;COMPRIMIDO
537069;1571;RJ1319;47577;30/01/2022;COMPRIMIDO
530941;1571;RJ1275;47577;30/04/2022;COMPRIMIDO
520760;1571;RJ1320;47577;31/01/2022;COMPRIMIDO
542592;1571;RJ1364;47577;30/08/2022;COMPRIMIDO
520303;1571;RJ335;47577;30/04/2022;COMPRIMIDO
542021;1571;RJ1278;47577;30/04/2022;COMPRIMIDO
519705;1571;RJ1320;47577;30/01/2022;COMPRIMIDO
542548;1571;RJ1278;47577;30/04/2022;COMPRIMIDO
538697;1571;RJ1364;47577;30/08/2022;COMPRIMIDO
538509;1571;RJ1275;47577;30/04/2022;COMPRIMIDO
519933;1571;RJ1300;47577;30/10/2021;COMPRIMIDO
504036;1571;RJ1301;47577;31/10/2021;COMPRIMIDO
504153;1571;RJ1301;47577;30/10/2021;COMPRIMIDO
512469;1571;RJ1300;47577;30/10/2021;COMPRIMIDO
507373;1571;RJ1300;47577;30/10/2021;COMPRIMIDO
502720;1571;RJ1335;47577;30/04/2022;COMPRIMIDO
488320;1571;RJ1300;47577;30/10/2021;COMPRIMIDO
513017;1571;RJ1335;47577;30/04/2022;COMPRIMIDO
475309;1571;RJ1301;47577;30/10/2021;COMPRIMIDO
490053;1571;RJ1301;47577;30/10/2021;COMPRIMIDO
509561;1571;RJ1299;47577;30/10/2021;COMPRIMIDO
510287;1571;RJ1335;47577;30/04/2022;COMPRIMIDO
510124;1571;RJ1301;47577;30/10/2021;COMPRIMIDO
505501;1571;RJ1301;47577;30/10/2021;COMPRIMIDO
502622;1571;RJ1300;47577;30/10/2021;COMPRIMIDO
500568;1571;RJ1335;47577;30/04/2022;COMPRIMIDO
502430;1571;RJ1335;47577;30/04/2022;COMPRIMIDO
507063;1571;RJ1300;47577;30/10/2021;COMPRIMIDO
498488;1571;RJ1335;47577;30/04/2022;COMPRIMIDO
464617;1571;RJ1301;47577;30/10/2021;COMPRIMIDO
478051;1571;RJ1300;47577;30/10/2021;COMPRIMIDO
475306;1571;RJ1299;47577;30/10/2021;COMPRIMIDO
475173;1571;RJ1300;47577;30/10/2021;COMPRIMIDO
470634;1571;RJ1301;47577;30/10/2021;COMPRIMIDO
470633;1571;RJ1299;47577;30/10/2021;COMPRIMIDO
491609;1571;RJ1335;47577;30/04/2022;COMPRIMIDO
490813;1571;RJ1335;47577;30/04/2022;COMPRIMIDO
491256;1571;RJ1299;47577;30/10/2021;COMPRIMIDO
471547;1571;RJ1299;47577;30/10/2021;COMPRIMIDO
480415;1571;RJ1300;47577;30/10/2021;COMPRIMIDO
494495;1571;RJ1335;47577;30/04/2022;COMPRIMIDO
799114;141233;EMPRE;127301;30/06/2022;COMPRIMIDO
773741;141233;123456;127301;01/02/2022;COMPRIMIDO
779025;150687;1;136998;30/12/2021;UNIDADE
664123;150687;873083;136998;30/06/2023;UNIDADE
595342;150687;8620;136998;30/06/2022;UNIDADE
569770;150687;873083;136998;30/06/2023;UNIDADE
720613;150691;1010;137002;31/12/2029;UNIDADE
677885;150691;00001;137002;30/10/2021;UNIDADE
595507;150691;861083;137002;30/06/2023;UNIDADE
592458;150691;1010;137002;31/12/2029;UNIDADE
664225;150692;860083;137003;30/06/2023;UNIDADE
595365;150692;861083;137003;30/03/2023;UNIDADE
778984;150695;8878;137006;15/12/2021;UNIDADE
724984;150695;875083;137006;30/06/2023;UNIDADE
664161;150695;875083;137006;30/06/2023;UNIDADE
595162;150695;875083;137006;30/06/2023;UNIDADE
595364;150695;875083;137006;30/06/2023;UNIDADE
569774;150695;875083;137006;30/06/2023;UNIDADE
724933;150697;857083;137008;30/06/2023;UNIDADE
664093;150697;857083;137008;30/06/2023;UNIDADE
595160;150697;857083;137008;30/06/2023;UNIDADE
595468;150697;858083;137008;30/03/2023;UNIDADE
569769;150697;857083;137008;30/06/2023;UNIDADE
592459;150697;00000;137008;30/10/2030;UNIDADE
720726;150698;1010;137009;31/12/2029;UNIDADE
595508;150698;842283;137009;30/06/2023;UNIDADE
592252;150698;1010;137009;31/12/2029;UNIDADE
664124;150700;876083;137011;30/06/2023;UNIDADE
595509;150700;860083;137011;30/06/2023;UNIDADE
569785;150700;860083;137011;30/06/2023;UNIDADE
725082;150701;859083;137012;30/06/2023;UNIDADE
677882;150701;00001;137012;30/10/2021;UNIDADE
664268;150701;859083;137012;30/06/2023;UNIDADE
595469;150701;859083;137012;30/06/2023;UNIDADE
569782;150701;859083;137012;30/06/2023;UNIDADE
592350;150701;1010;137012;31/12/2029;UNIDADE
825464;65025;17996949;42060;31/12/2023;UNIDADE
794997;65025;17874349;42060;30/05/2022;UNIDADE
778786;65025;17919467;42060;30/11/2022;UNIDADE
778758;65025;17972743;42060;30/08/2023;UNIDADE
794924;65025;17976035;42060;31/08/2023;UNIDADE
729756;65025;17874349;42060;31/05/2022;UNIDADE
727376;65025;17874349;42060;31/05/2022;UNIDADE
725995;65025;17874349;42060;31/05/2022;UNIDADE
713000;65025;17874349;42060;30/05/2022;UNIDADE
716420;65025;17874349;42060;30/05/2022;UNIDADE
718488;65025;17874349;42060;31/05/2022;UNIDADE
649564;65025;0;42060;30/09/2022;UNIDADE
805382;81566;70091A305;66839;30/06/2022;AD5.0MG
805546;81566;70091A305;66839;30/06/2022;AD5.0MG
821033;81566;70091A305;66839;30/06/2022;AD5.0MG
810675;81566;70091A305;66839;30/06/2022;AD5.0MG
826885;81566;70251A205;66839;31/07/2022;AD5.0MG
805482;81566;70091A305;66839;30/06/2022;AD5.0MG
805385;81566;70091A3;66839;30/06/2022;AD5.0MG
807223;81566;70091A305;66839;30/06/2022;AD5.0MG
794239;81566;70091A306;66839;30/06/2022;AD5.0MG
795531;81566;70091A306;66839;30/06/2022;AD5.0MG
767419;81566;70970A302;66839;28/02/2022;AD5.0MG
767418;81566;7068OA308;66839;30/11/2021;AD5.0MG
769359;81566;70091A306;66839;30/06/2022;AD5.0MG
767617;81566;7068OA308;66839;30/11/2021;AD5.0MG
770908;81566;70091A306;66839;30/06/2022;AD5.0MG
762562;81566;70970A302;66839;28/02/2022;AD5.0MG
763956;81566;70970A302;66839;28/02/2022;AD5.0MG
766319;81566;70970A302;66839;28/02/2022;AD5.0MG
769934;81566;70091A306;66839;30/06/2022;AD5.0MG
769430;81566;70091A306;66839;30/06/2022;AD5.0MG
763108;81566;70970A303;66839;28/02/2022;AD5.0MG
772926;81566;70091A306;66839;30/06/2022;AD5.0MG
770929;81566;70091A306;66839;30/06/2022;AD5.0MG
763191;81566;70970A303;66839;28/02/2022;AD5.0MG
763906;81566;70970A302;66839;28/02/2022;AD5.0MG
763904;81566;70680A3;66839;30/08/2022;AD5.0MG
763903;81566;70379A103;66839;30/08/2022;AD5.0MG
768898;81566;7068OA308;66839;30/11/2021;AD5.0MG
768897;81566;7097OA302;66839;28/02/2022;AD5.0MG
768424;81566;70091A306;66839;30/06/2022;AD5.0MG
757692;81566;70970A302;66839;28/02/2022;AD5.0MG
754288;81566;70970A303;66839;28/02/2022;AD5.0MG
754276;81566;70970A303;66839;28/02/2022;AD5.0MG
757102;81566;70970A302;66839;28/02/2022;AD5.0MG
491148;150971;1910;137288;19/10/2022;TB30GR
735207;8023;B20C2013;5893;30/06/2022;FR30ML
734709;8023;B20C2013;5893;30/06/2022;FR30ML
794799;76454;2674536;61619;30/10/2023;FR1ML
770824;76454;2663888;61619;30/06/2023;FR1ML
749700;76454;2662243;61619;30/03/2023;FR1ML
705295;76454;2624999;61619;30/05/2022;FR1ML
680810;76454;2614224;61619;30/03/2022;FR1ML
682545;76454;2624999;61619;30/05/2022;FR1ML
672768;76454;2602801;61619;30/10/2021;FR1ML
824005;145203;00000001;131353;29/12/2025;UNIDADE
652779;145203;213654;131353;30/12/2021;UNIDADE
824323;145241;1070321;131391;31/01/2024;UNIDADE
742556;145241;9071212;131391;30/04/2022;UNIDADE
742543;145241;0073221;131391;31/08/2023;UNIDADE
718086;145241;0071621;131391;30/04/2023;UNIDADE
717733;145241;9072811;131391;31/07/2022;UNIDADE
698870;145241;9072211;131391;31/05/2022;UNIDADE
698856;145241;9071212;131391;30/04/2022;UNIDADE
667479;145241;8074511;131391;30/11/2021;UNIDADE
652727;145241;1543213;131391;30/12/2021;UNIDADE
824234;145243;0074121;131393;30/10/2023;UNIDADE
742592;145243;8074511;131393;30/11/2021;UNIDADE
718308;145243;9071311;131393;30/03/2022;UNIDADE
718266;145243;0070421;131393;31/01/2023;UNIDADE
718120;145243;9074211;131393;31/10/2022;UNIDADE
717577;145243;9072011;131393;31/05/2022;UNIDADE
698888;145243;9071311;131393;30/03/2022;UNIDADE
698814;145243;8074911;131393;31/12/2021;UNIDADE
667480;145243;8074511;131393;30/11/2021;UNIDADE
652760;145243;21354;131393;30/12/2021;UNIDADE
657563;145243;8074511;131393;30/11/2021;UNIDADE
798039;145245;1050921;131395;28/02/2024;UNIDADE
798038;145245;123456;131395;01/02/2022;UNIDADE
798037;145245;1050521;131395;30/12/2023;UNIDADE
799739;145245;1050921;131395;28/02/2024;UNIDADE
799738;145245;123456;131395;01/02/2022;UNIDADE
799737;145245;1050521;131395;30/12/2023;UNIDADE
823987;145245;1051721;131395;31/03/2024;UNIDADE
749744;145245;27012021;131395;30/03/2023;UNIDADE
747899;145245;00;131395;30/06/2028;UNIDADE
742566;145245;0052021;131395;28/02/2023;UNIDADE
756802;145245;3;131395;30/06/2022;UNIDADE
756799;145245;0053621;131395;31/03/2023;UNIDADE
718291;145245;0052021;131395;28/02/2023;UNIDADE
698857;145245;9053911X;131395;31/07/2022;UNIDADE
667364;145245;9050111;131395;30/11/2021;UNIDADE
652714;145245;312654;131395;30/12/2021;UNIDADE
657444;145245;9050111;131395;30/11/2021;UNIDADE
824324;145246;1050421;131396;31/12/2023;UNIDADE
742548;145246;9054011X;131396;30/09/2022;UNIDADE
742539;145246;9052311X;131396;31/05/2022;UNIDADE
718247;145246;9054011X;131396;30/09/2022;UNIDADE
717752;145246;9052311X;131396;31/05/2022;UNIDADE
698889;145246;30062020;131396;30/09/2022;UNIDADE
698879;145246;9054011X;131396;30/09/2022;UNIDADE
698829;145246;9052311X;131396;31/05/2022;UNIDADE
667389;145246;9050511;131396;30/11/2021;UNIDADE
652761;145246;216432;131396;30/12/2021;UNIDADE
823988;145252;1202121;131402;31/07/2022;UNIDADE
765632;145252;035;131402;30/03/2022;UNIDADE
652976;145252;156452;131402;30/12/2021;UNIDADE
824326;145253;1203021;131403;31/12/2022;UNIDADE
772529;145253;1201921;131403;31/10/2022;UNIDADE
772528;145253;24062021;131403;01/02/2022;UNIDADE
772527;145253;0204621;131403;01/01/2023;UNIDADE
772526;145253;1201221;131403;30/08/2022;UNIDADE
824285;145258;1031921;131408;31/05/2023;UNIDADE
731914;145258;0033122;131408;30/07/2022;UNIDADE
731913;145258;10112020;131408;01/02/2022;UNIDADE
742567;145258;0696821;131408;31/07/2022;UNIDADE
742545;145258;0033021;131408;30/07/2022;UNIDADE
742544;145258;0033122;131408;31/07/2022;UNIDADE
748885;145258;19012021;131408;30/08/2022;UNIDADE
718141;145258;0033122;131408;30/07/2022;UNIDADE
717781;145258;0030325;131408;31/01/2022;UNIDADE
725312;145258;29102020;131408;01/02/2022;UNIDADE
725311;145258;0033122;131408;30/07/2022;UNIDADE
698842;145258;9034912;131408;31/12/2021;UNIDADE
698832;145258;9034211;131408;31/10/2021;UNIDADE
667396;145258;8033611;131408;30/09/2022;UNIDADE
652927;145258;326145;131408;30/12/2021;UNIDADE
824033;145259;9033311;131409;31/08/2022;UNIDADE
742596;145259;L9032011;131409;30/05/2022;UNIDADE
718142;145259;8035011;131409;30/12/2021;UNIDADE
717510;145259;9033311;131409;31/08/2022;UNIDADE
698843;145259;8035011;131409;30/12/2021;UNIDADE
698833;145259;9033311;131409;31/08/2022;UNIDADE
692319;145259;8035011;131409;30/12/2021;UNIDADE
667391;145259;8035011;131409;30/12/2021;UNIDADE
652762;145259;216543;131409;30/12/2021;UNIDADE
657413;145259;8035011;131409;30/12/2021;UNIDADE
824327;145261;1030121;131411;30/04/2022;UNIDADE
765633;145261;03;131411;30/03/2022;UNIDADE
717706;145261;9074711;131411;30/11/2022;UNIDADE
652848;145261;15643;131411;30/12/2021;UNIDADE
824034;145262;1070921;131412;31/03/2024;UNIDADE
744973;145262;0000000;131412;30/12/2021;UNIDADE
742597;145262;0073021;131412;31/07/2023;UNIDADE
